path,label,type,f0_base
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0033.wav,1,fake,137.7007100960562
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0034.wav,0,real,153.17259601998018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0034.wav,1,fake,153.17259601998018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0035.wav,0,real,100.39528829805515
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0035.wav,1,fake,100.39528829805515
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0036.wav,0,real,195.3743756147391
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0036.wav,1,fake,195.3743756147391
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0037.wav,0,real,189.2756618897922
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0037.wav,1,fake,189.2756618897922
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0038.wav,0,real,251.60616948357892
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0038.wav,1,fake,251.60616948357892
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0039.wav,0,real,98.74628222991511
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0039.wav,1,fake,98.74628222991511
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0040.wav,0,real,191.4002381431972
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0040.wav,1,fake,191.4002381431972
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0041.wav,0,real,104.62977413465018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0041.wav,1,fake,104.62977413465018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0042.wav,0,real,167.73238416303107
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0042.wav,1,fake,167.73238416303107
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0043.wav,0,real,213.7761494385644
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0043.wav,1,fake,213.7761494385644
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0044.wav,0,real,224.4813170430099
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0044.wav,1,fake,224.4813170430099
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0045.wav,0,real,183.3603712659388
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0045.wav,1,fake,183.3603712659388
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0046.wav,0,real,156.14817477083676
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0046.wav,1,fake,156.14817477083676
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0047.wav,0,real,145.60515666693811
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0047.wav,1,fake,145.60515666693811
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0048.wav,0,real,122.06443471392987
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0048.wav,1,fake,122.06443471392987
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0049.wav,0,real,118.02653582078025
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0049.wav,1,fake,118.02653582078025
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0050.wav,0,real,259.52025686209015
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0050.wav,1,fake,259.52025686209015
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0051.wav,0,real,198.342749111587
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0051.wav,1,fake,198.342749111587
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0052.wav,0,real,208.19982936847185
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0052.wav,1,fake,208.19982936847185
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0053.wav,0,real,132.27987956287814
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0053.wav,1,fake,132.27987956287814
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0054.wav,0,real,174.05026707934303
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0054.wav,1,fake,174.05026707934303
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0055.wav,0,real,129.54013656908273
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0055.wav,1,fake,129.54013656908273
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0056.wav,0,real,235.35847408938093
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0056.wav,1,fake,235.35847408938093
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0057.wav,0,real,122.16935031420533
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0057.wav,1,fake,122.16935031420533
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0058.wav,0,real,252.96459799703604
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0058.wav,1,fake,252.96459799703604
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0059.wav,0,real,151.70125036463867
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0059.wav,1,fake,151.70125036463867
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0060.wav,0,real,187.74969980677133
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0060.wav,1,fake,187.74969980677133
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0061.wav,0,real,229.88750216484473
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0061.wav,1,fake,229.88750216484473
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0062.wav,0,real,112.33249397516025
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0062.wav,1,fake,112.33249397516025
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0063.wav,0,real,173.01963986543655
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0063.wav,1,fake,173.01963986543655
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0064.wav,0,real,227.3371909705155
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0064.wav,1,fake,227.3371909705155
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0065.wav,0,real,235.61742791188232
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0065.wav,1,fake,235.61742791188232
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0066.wav,0,real,199.90706719753018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0066.wav,1,fake,199.90706719753018
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0067.wav,0,real,249.1100716594322
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0067.wav,1,fake,249.1100716594322
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0068.wav,0,real,94.14589908271705
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0068.wav,1,fake,94.14589908271705
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0069.wav,0,real,130.84246759764815
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0069.wav,1,fake,130.84246759764815
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0070.wav,0,real,209.97839135652413
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0070.wav,1,fake,209.97839135652413
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0071.wav,0,real,92.15834993852158
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0071.wav,1,fake,92.15834993852158
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0072.wav,0,real,176.36781409072177
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0072.wav,1,fake,176.36781409072177
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0073.wav,0,real,93.47456658903992
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0073.wav,1,fake,93.47456658903992
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0074.wav,0,real,171.74389417419889
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0074.wav,1,fake,171.74389417419889
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0075.wav,0,real,193.07036062933344
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0075.wav,1,fake,193.07036062933344
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0076.wav,0,real,93.75849961717046
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0076.wav,1,fake,93.75849961717046
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0077.wav,0,real,169.08621842983666
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0077.wav,1,fake,169.08621842983666
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0078.wav,0,real,146.4800514484521
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0078.wav,1,fake,146.4800514484521
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0079.wav,0,real,152.0293425005799
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0079.wav,1,fake,152.0293425005799
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0080.wav,0,real,107.66077574766302
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0080.wav,1,fake,107.66077574766302
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0081.wav,0,real,170.3635956210971
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0081.wav,1,fake,170.3635956210971
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0082.wav,0,real,145.29938708535792
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0082.wav,1,fake,145.29938708535792
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0083.wav,0,real,232.70446448457415
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0083.wav,1,fake,232.70446448457415
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0084.wav,0,real,157.43302079216664
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0084.wav,1,fake,157.43302079216664
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0085.wav,0,real,175.02296253544498
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0085.wav,1,fake,175.02296253544498
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0086.wav,0,real,216.1685270938856
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0086.wav,1,fake,216.1685270938856
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0087.wav,0,real,116.6702144677448
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0087.wav,1,fake,116.6702144677448
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0088.wav,0,real,202.09997203134472
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0088.wav,1,fake,202.09997203134472
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0089.wav,0,real,224.13302088753468
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0089.wav,1,fake,224.13302088753468
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0090.wav,0,real,179.71642032463038
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0090.wav,1,fake,179.71642032463038
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0091.wav,0,real,238.06267720429804
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0091.wav,1,fake,238.06267720429804
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0092.wav,0,real,257.844670456167
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0092.wav,1,fake,257.844670456167
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0093.wav,0,real,250.06103952101748
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0093.wav,1,fake,250.06103952101748
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0094.wav,0,real,92.58451089332011
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0094.wav,1,fake,92.58451089332011
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0095.wav,0,real,240.8144819187196
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0095.wav,1,fake,240.8144819187196
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0096.wav,0,real,148.10401642988703
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0096.wav,1,fake,148.10401642988703
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0097.wav,0,real,156.3251650413199
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0097.wav,1,fake,156.3251650413199
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0098.wav,0,real,256.120253066847
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0098.wav,1,fake,256.120253066847
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0099.wav,0,real,216.8263306662076
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0099.wav,1,fake,216.8263306662076
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0100.wav,0,real,258.6073759962562
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0100.wav,1,fake,258.6073759962562
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0101.wav,0,real,178.23927808664934
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0101.wav,1,fake,178.23927808664934
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0102.wav,0,real,141.49660273776072
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0102.wav,1,fake,141.49660273776072
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0103.wav,0,real,97.04014177963967
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0103.wav,1,fake,97.04014177963967
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0104.wav,0,real,121.64659946002789
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0104.wav,1,fake,121.64659946002789
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0105.wav,0,real,205.90103675619832
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0105.wav,1,fake,205.90103675619832
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0106.wav,0,real,256.09017585613765
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0106.wav,1,fake,256.09017585613765
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0107.wav,0,real,259.6455929471133
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0107.wav,1,fake,259.6455929471133
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0108.wav,0,real,215.73009965571273
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0108.wav,1,fake,215.73009965571273
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0109.wav,0,real,144.08213183087656
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0109.wav,1,fake,144.08213183087656
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0110.wav,0,real,119.12926941946924
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0110.wav,1,fake,119.12926941946924
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0111.wav,0,real,165.51116565604565
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0111.wav,1,fake,165.51116565604565
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0112.wav,0,real,200.40392113101535
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0112.wav,1,fake,200.40392113101535
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0113.wav,0,real,111.70521089423693
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0113.wav,1,fake,111.70521089423693
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0114.wav,0,real,166.99178257314526
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0114.wav,1,fake,166.99178257314526
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0115.wav,0,real,155.24238657609368
